VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"632","2723","METHYLCHLOROPHENOXYPROPIONIC ACID (MCPP)","ACIDE MÉTHYLCHLOROPHÉNOXYPROPIONIQUE (MCPP)","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
"633","322","MCPA","MCPA","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
"634","3133","TRICLOPYR","TRICLOPYR","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
"635","317","FENOPROP OR SILVEX OR 2,4,5-TP","FÉNOPROP OU SILVEX OU 2,4,5-TP","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
"636","318","2,4,5-TRICHLOROPHENOXYACITIC ACID (2,4,5-T)","2,4,5-ACIDE TRICHLOROPHÉNOXYACÉTIQUE (2,4,5-T)","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
"637","325","2,4-D BUTYRIC ACID (2,4-DB)","2,4-D ACIDE BUTYRIQUE (2,4-DB)","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3408","ACID EXTRACTABLE HERBICIDES IN 1 L WHOLE WATER ARE ANALYZED BY HRGC/HRMS.  AXYS METHOD MLA-037 AEH AQUEOUS COMBINATION.","LES HERBICIDES EXTRACTIBLES À L'ACIDE DANS 1 L D'EAU NON TRAITÉE SONT ANALYSÉS PAR HRGC/HRMS. MÉTHODE MLA-037 AEH D'AXYS, MÉLANGE EN MILIEU AQUEUX."
"74339","2723","METHYLCHLOROPHENOXYPROPIONIC ACID (MCPP)","ACIDE MÉTHYLCHLOROPHÉNOXYPROPIONIQUE (MCPP)","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","4196","ANALYSIS OF ACIDIC HERBICIDES IN WATER IS PERFORMED BY LIQUID-LIQUID EXTRACTION.","L’ANALYSE D'HERBICIDES ACIDES DANS L'EAU EST EFFECTUÉE PAR EXTRACTION LIQUIDE/LIQUIDE."
"74340","1155","TRIFLURALIN-D14","TRIFLURALINE-D14","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","4198","ANALYSIS OF NEUTRAL HERBICIDES IN WATER IS PERFORMED BY LIQUID-LIQUID EXTRACTION.","L’ANALYSE D'HERBICIDES NEUTRES DANS L'EAU EST EFFECTUÉE PAR EXTRACTION LIQUIDE/LIQUIDE."
"97959","3485","CHLORIDE TOTAL","CHLORURES TOTAUX","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","1922","IONS BY ION CHROMATOGRAPHY, UNFILTERED SAMPLE","IONS PAR CHROMATOGRAPHIE IONIQUE, ÉCHANTILLON NON-FILTRÉ"
"97960","3486","SULPHATE TOTAL","SULFATES TOTAUX","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","1922","IONS BY ION CHROMATOGRAPHY, UNFILTERED SAMPLE","IONS PAR CHROMATOGRAPHIE IONIQUE, ÉCHANTILLON NON-FILTRÉ"
