CODE,DECIMALS,ABBREV,FULL_NAME,UNITS,NARR
916,3,LI-EXT,LITHIUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE LITHIUM IS MEASURED AT ISOTOPE MASS 7 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI           METHOD 02-2060, BURLINGTON,ONT.,1996."
917,3,MN-DISS,MANGANESE-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE MANGANESE IS MEASURED AT ISOTOPE MASS 55 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
918,3,MN-EXT,MANGANESE-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO: AND DETECTED BY ELECTRON CHANNEL MULTIPLIER (ECM). THE MANGANESE IS MEASURED AT ISOTOPE MASS 55 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
919,3,MO-DISS,MOLYBDENUM-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE MOLYBDENUM IS MEASURED AT ISOTOPE MASS 98 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
920,3,MO-EXT,MOLYBDENUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO: AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE MOLYBDENUM IS MEASURED AT ISOTOPE MASS 98 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
921,3,NI-DISS,NICKEL-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE NICKEL IS MEASURED AT ISOTOPE MASS 60 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
922,3,NI-EXT,NICKEL-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE NICKEL IS MEASURED AT ISOTOPE MASS 60 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
923,3,RB-DISS,RUBIDIUM-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE RUBIDIUM IS MEASURED AT ISOTOPE MASS 85 AMU (ATOMIC MASS UNITS)) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
924,3,RB-EXT,RUBIDIUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE RUBIDIUM IS MEASURED AT ISOTOPE MASS 85 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
925,3,SE-DISS,SELENIUM-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE SELENIUM IS MEASURED AT ISOTOPE MASS 82 AMU (ATOMIC MASS UNIT) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
926,3,SE-EXT,SELENIUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE SELENIUM IS MEASURED AT ISOTOPE MASS 82 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI.           METHOD 02-2060, BURLINGTON,ONT.,1996."
927,3,AG-DISS,SILVER-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE SILVER IS MEASURED AT ISOTOPE MASS 109 AND (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
928,3,AG-EXT,SILVER-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE SILVER IS MEASURED AT ISOTOPE MASS 109 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI.           METHOD 02-2060, BURLINGTON,ONT.,1996."
929,4,AG/T,SILVER-TOTAL-UNFILT-10X-CONCN,MG/L,"METALS, TOTAL, INDUCTIVELY COUPLED ARGON PLASMA - OPTICAL EMISSION SPECTROMETRY - (ICP-OES): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A SAMPLE ALIQUOT IS DIGESTED AND EVAPORATED TO NEAR DRYNESS.THE RESIDUE IS REDIGESTED WITH HYDROCHLORIC ACID ALSO TO NEAR DRYNESS. THE RESIDUE IS THEN DISSOLVED IN DEIONIZED WATER AT A RATIO OF ONE-TENTH THE ORIGINAL ALIQUOT VOLUME.THE DIGESTED SAMPLE IS INTRODUCED TO THE SPECTROMETER PLASMA BY AN EXTERNAL NEBULIZER (USN). THE EMMISSION OF THE SILVER IS MEASURED AT 328.1 NM AND COMPARED WITH STANDARD SOLUTIONS."
930,3,SR-DISS,STRONTIUM-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS):A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE STRONTIUM IS MEASURED AT ISOTOPE MASS 86 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
931,3,SR-EXT,STRONTIUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE STRONTIUM IS MEASURED AT ISOTOPE MASS 86 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI.           METHOD 02-2060, BURLINGTON,ONT.,1996."
932,3,TL-DISS,THALLIUM-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE THALLIUM IS MEASURED AT ISOTOPE MASS 205 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
933,3,TL-EXT,THALLIUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE THALLIUM IS MEASURED AT ISOTOPE MASS 205 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI.           METHOD 02-2060, BURLINGTON,ONT.,1996."
934,3,U-DISS,URANIUM-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE URANIUM IS MEASURED AT ISOTOPE MASS 238 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
935,3,U-EXT,URANIUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE URANIUM IS MEASURED AT ISOTOPE MASS 238 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
936,3,V-DISS,VANADIUM-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE VANADIUM IS MEASURED AT ISOTOPE MASS 51 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT.,1996."
937,3,V-EXT,VANADIUM-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLLIER (ECM). THE VANADIUM IS MEASURED AT ISOTOPE MASS 51 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI.           METHOD 02-2060, BURLINGTON,ONT.,1996."
938,3,ZN-DISS,ZINC-DISS-DIRECT,UG/L,"METALS, DISSOLVED, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS FILTERED THROUGH A 0.45 MICROMETER MEMBRANE FILTER AND PRESERVED IN 0.2 PERCENT NITRIC ACID. THE FILTERED SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO- CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE ZINC IS MEASURED AT ISOTOPE MASS 66 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI,           METHOD 02-2060, BURLINGTON,ONT..,1996."
939,3,ZN-EXT,ZINC-EXT-DIRECT,UG/L,"METALS, EXTRACTABLE, INDUCTIVELY COUPLED PLASMA - MASS SPECTROMETRY - (ICP-MS): A WATER SAMPLE IS COLLECTED UNFILTERED AND PRESERVED IN 0.2 PERCENT NITRIC ACID. A DECANTED PORTION OF THE SAMPLE IS INTRODUCED DIRECTLY INTO A RADIOFREQUENCY ARGON PLASMA BY PNEUMATIC NEBULIZATION. THE IONS PRODUCED ARE TRANSPORTED TO THE MASS SPECTROMETER QUADRUPOLE THROUGH A DIFFERENTIALLY PUMPED MASS VACUUM INTERFACE AND ION OPTICS; SEPARATED ON THE BASIS OF THEIR MASS-TO-CHARGE (m/z) RATIO; AND DETECTED BY AN ELECTRON CHANNEL MULTIPLIER (ECM). THE ZINC IS MEASURED AT ISOTOPE MASS 66 AMU (ATOMIC MASS UNITS) AND COMPARED WITH STANDARD SOLUTIONS. REFERENCE:NATIONAL LABORATORY OF ENVIRONMENTAL TESTING,NWRI.           METHOD 02-2060, BURLINGTON,ONT.,1996."
940,2,K-FAAS,"POTASSIUM-F.,ATOMIC ABSORPTION",MG/L,"AN ALIQUOT OF FILTERED SAMPLE MIXED WITH CESIUM CHLORIDE SUPPRESSANT SOLUTION IS ASPIRATED INTO THE AIR-ACETYLENE FLAME OF AN ATOMIC ABSORPTION SPECTROMETER AND ATOMIZED. A LIGHT BEAM FROM A POTASSIUM HOLLOW CATHODE LAMP, WHICH PROVIDES ITS OWN CHARACTERISTIC ABSORPTION WAVELENGTH, IS DIRECTED THROUGH THE FLAME INTO A MONOCHROMATOR AND ONTO A DETECTOR THAT MEASURES THE AMOUNT OF LIGHT ABSORBED BY THE ATOMIZED ELEMENT IN THE FLAME. THE ABSORBANCE IS MEASURED AT 769.9 NM. THE AMOUNT OF ENERGY AT THE CHARACTERISTIC WAVELENGTH OF POTASSIUM ABSORBED IN THE FLAME IS PROPORTIONAL TO THE CONCENTRATION OF POTASSIUM IN THE SAMPLE."
941,2,K-UFAAS,"POTASSIUM-N.F.,ATOMIC ABSORPTION",MG/L,"AN ALIQUOT OF UNFILTERED SAMPLE MIXED WITH CESIUM CHLORIDE SUPPRESSANT SOLUTION IS ASPIRATED INTO THE AIR-ACETYLENE FLAME OF AN ATOMIC ABSORPTION SPECTROMETER AND ATOMIZED. A LIGHT BEAM FROM A POTASSIUM HOLLOW CATHODE LAMP, WHICH PROVIDES ITS OWN CHARACTERISTIC ABSORPTION WAVELENGTH, IS DIRECTED THROUGH THE FLAME INTO A MONOCHROMATOR AND ONTO A DETECTOR THAT MEASURES THE AMOUNT OF LIGHT ABSORBED BY THE ATOMIZED ELEMENT IN THE FLAME. THE ABSORBANCE IS MEASURED AT 769.9 NM. THE AMOUNT OF ENERGY AT THE CHARACTERISTIC WAVELENGTH OF POTASSIUM ABSORBED IN THE FLAME IS PROPORTIONAL TO THE CONCENTRATION OF POTASSIUM IN THE SAMPLE."
